mcg,gvh,lip,chg,aac,alm1,alm2,class
0.7346217889834438,0.50078972474702,1.0,0.8462178898344375,0.4338320642364238,0.5776474771158937,0.46608467897880757,imL
0.7450283424683006,0.534090695898562,1.0,0.9502834246830059,0.41093764656973875,0.5048016027218959,0.35369390134235373,imL
0.7176509194407832,0.44648294221050633,1.0,0.6765091944078323,0.4711679772302769,0.6964435639145174,0.6493700700395412,imL
0.7012966740571431,0.394149356982858,1.0,0.5129667405714313,0.5071473170742851,0.810923281599998,0.8259959201828542,imL
0.7484556892457458,0.5450582055863865,1.0,0.9845568924574578,0.4033974836593593,0.4808101752797795,0.31667855614594553,imL
0.7313005389571989,0.4901617246630368,1.0,0.8130053895719899,0.44113881429416224,0.600896227299607,0.5019541792622509,imL
0.7109782214286609,0.4251303085717148,1.0,0.6097822142866087,0.4858479128569461,0.7431524499993739,0.7214352085704627,imL
0.705669280143399,0.4081416964588769,1.0,0.5566928014339902,0.49752758368452216,0.7803150389962068,0.7787717744512905,imL
0.7434878417630238,0.5291610936416762,1.0,0.934878417630238,0.4143267481213476,0.5155851076588333,0.37033130895934285,imL
0.7040780849593937,0.40304987187006003,1.0,0.5407808495939375,0.5010282130893338,0.7914534052842437,0.7959566824385476,imL
0.7302411554915585,0.4867716975729873,1.0,0.8024115549155852,0.4434694579185713,0.6083119115590904,0.513395520691168,imL
0.7451313954887349,0.5344204655639517,1.0,0.951313954887349,0.4107109299247832,0.5040802315788556,0.35258092872166297,imL
0.7466974436852388,0.5394318197927642,1.0,0.966974436852388,0.40726562389247467,0.49311789420332836,0.3356676081994209,imL
0.7083430221341069,0.4166976708291422,1.0,0.5834302213410694,0.49164535130496473,0.7615988450612514,0.749895360951645,imL
0.7281495086702028,0.48007842774464893,1.0,0.7814950867020278,0.4480710809255539,0.6229534393085805,0.53598530636181,imL
0.7249278237812428,0.469769036099977,1.0,0.7492782378124281,0.45515878768126583,0.6455052335313003,0.5707795031625776,imL
0.748936578588106,0.5465970514819393,1.0,0.98936578588106,0.4023395271061668,0.477443949883258,0.3114849512484552,imL
0.7353974686523079,0.5032718996873855,1.0,0.8539746865230795,0.43212556896492255,0.5722177194338444,0.4577073385550741,imL
0.7471293653705623,0.5408139691857995,1.0,0.9712936537056233,0.4063153961847629,0.4900944424060637,0.33100285399792684,imL
0.7465898652586948,0.5390875688278234,1.0,0.965898652586948,0.40750229643087144,0.4938709431891364,0.3368294552060961,imL
0.7046742741426499,0.4049576772564799,1.0,0.5467427414264996,0.4997165968861701,0.7872800810014502,0.7895178392593805,imL
0.7328000753852911,0.4949602412329317,1.0,0.8280007538529115,0.4378398341523595,0.590399472302962,0.4857591858388556,imL
0.7407706200389939,0.5204659841247803,1.0,0.9077062003899383,0.4203046359142136,0.5346056597270432,0.39967730357886655,imL
0.7178764919669705,0.44720477429430555,1.0,0.6787649196697048,0.47067171767266497,0.6948645562312067,0.6469338867567189,imL
0.7337882708649492,0.4981224667678375,1.0,0.837882708649492,0.43566580409711175,0.5834821039453555,0.47508667465854854,imL
0.718847777266402,0.4503128872524866,1.0,0.6884777726640204,0.4685348900139155,0.6880655591351856,0.6364440055228578,imL
0.7312055729198825,0.4898578333436243,1.0,0.8120557291988258,0.44134773957625834,0.6015609895608218,0.502979812465268,imL
0.7186096347744624,0.4495508312782799,1.0,0.6860963477446247,0.46905880349618256,0.6897325565787626,0.6390159444358053,imL
0.7268253053105763,0.47584097699384437,1.0,0.7682530531057635,0.450984328316732,0.6322228628259655,0.5502867026457754,imL
0.7191335020986394,0.45122720671564603,1.0,0.6913350209863938,0.4679062953829934,0.6860654853095244,0.6333581773346948,imL
0.7404142758699697,0.5193256827839031,1.0,0.9041427586996971,0.42108859308606666,0.537100068910212,0.40352582060432707,imL
0.7084328782467911,0.41698521038973174,1.0,0.5843287824679116,0.49144766785705946,0.7609698522724618,0.7489249149346554,imL
0.7247480475711051,0.46919375222753656,1.0,0.7474804757110517,0.4555542953435686,0.6467636670022638,0.5727210862320642,imL
0.7153790576070791,0.4392129843426531,1.0,0.6537905760707907,0.47616607326442606,0.7123465967504464,0.6739061778435459,imL
0.702736299994126,0.39875615998120345,1.0,0.5273629999412607,0.5039801400129227,0.8008459000411174,0.8104479600634384,imL
0.7158377972518135,0.44068095120580353,1.0,0.6583779725181359,0.4751568460460101,0.7091354192373048,0.6689517896804131,imL
0.7137767478295286,0.4340855930544917,1.0,0.6377674782952865,0.479691154775037,0.7235627651932994,0.6912111234410907,imL
0.7162794925031388,0.4420943760100443,1.0,0.6627949250313884,0.4741851164930946,0.7060435524780281,0.6641814809661005,imL
0.7445518206280857,0.5325658260098742,1.0,0.9455182062808567,0.41198599461821156,0.5081372556034003,0.3588403372166747,imL
0.7360285796218069,0.5052914547897821,1.0,0.860285796218069,0.43073712483202486,0.5677999426473517,0.4508913400844855,imL
0.724602251369269,0.4687272043816609,1.0,0.7460225136926901,0.45587504698760817,0.6477842404151168,0.5742956852118946,imL
0.701044694283131,0.3933430217060193,1.0,0.5104469428313103,0.5077016725771117,0.8126871400180827,0.8287173017421848,imL
0.7040050324944197,0.4028161039821432,1.0,0.5400503249441975,0.5011889285122766,0.7919647725390617,0.7967456490602667,imL
0.7305306720015367,0.4876981504049175,1.0,0.805306720015367,0.4428325215966193,0.6062852959892431,0.5102687423834036,imL
0.7466088669915254,0.5391483743728813,1.0,0.966088669915254,0.40746049261864414,0.4937379310593222,0.3366242364915256,imL
0.7110724185533139,0.42543173937060474,1.0,0.6107241855331398,0.48564067918270926,0.7424930701268021,0.7204178796242089,imL
0.7106491771201849,0.42407736678459185,1.0,0.6064917712018494,0.48657181033559316,0.7454557601587054,0.7249888871020026,imL
0.7066911969705522,0.4114118303057669,1.0,0.5669119697055216,0.4952793666647853,0.7731616212061349,0.7677350727180366,imL
0.7095964422991253,0.4207086153572011,1.0,0.5959644229912533,0.4888878269419243,0.7528249039061226,0.7363584231694463,imL
0.7285056211839452,0.48121798778862473,1.0,0.7850562118394522,0.4472876333953205,0.6204606517123834,0.5321392912133915,imL
0.7135873552277628,0.4334795367288411,1.0,0.6358735522776283,0.48010781849892176,0.7248885134056602,0.6932565635401614,imL
0.7437619807479431,0.5300383383934179,1.0,0.9376198074794306,0.4137236423545253,0.5136661347643985,0.3673706079222149,imL
0.737028577219549,0.5084914471025569,1.0,0.8702857721954901,0.4285371301169922,0.560799959463157,0.44009136602887067,imL
0.7080693749024249,0.4158219996877598,1.0,0.5806937490242492,0.49224737521466516,0.7635143756830255,0.7528507510538107,imL
0.7040129682215407,0.4028414983089303,1.0,0.5401296822154071,0.5011714699126104,0.791909222449215,0.7966599432073603,imL
0.7357478472956904,0.5043931113462093,1.0,0.857478472956904,0.43135473594948115,0.5697650689301672,0.45392324920654364,imL
0.7024883256011418,0.3979626419236538,1.0,0.5248832560114182,0.5045256836774881,0.8025817207920072,0.8131260835076684,imL
0.7176384180777159,0.4464429378486911,1.0,0.6763841807771596,0.4711954802290249,0.6965310734559883,0.6495050847606676,imL
0.7422988917993109,0.5253564537577948,1.0,0.9229889179931088,0.4169424380415161,0.5239077574048239,0.38317196856744246,imL
0.705440846940865,0.407410710210768,1.0,0.55440846940865,0.498030136730097,0.781914071413945,0.7812388530386579,imL
0.7458046829386338,0.536574985403628,1.0,0.9580468293863376,0.40922969753500577,0.4993672194295637,0.3453094242627554,imL
0.7155394882463287,0.439726362388252,1.0,0.6553948824632876,0.4758131258580768,0.7112235822756987,0.6721735269396494,imL
0.7231853685061234,0.4641931792195947,1.0,0.7318536850612333,0.4589921892865287,0.6577024204571367,0.589598020133868,imL
0.725235474489316,0.47075351836581136,1.0,0.7523547448931605,0.4544819561235047,0.6433516785747877,0.5674568755153867,imL
0.716997009196143,0.44439042942765755,1.0,0.6699700919614298,0.47260657976848547,0.7010209356269991,0.6564323006816557,imL
0.7011883140671794,0.3938026050149742,1.0,0.5118831406717945,0.5073857090522053,0.8116818015297438,0.827166208074462,imL
0.7166783364745112,0.44337067671843583,1.0,0.666783364745112,0.47330765975607536,0.7032516446784216,0.659873966075279,imL
0.7167748119435455,0.44367939821934566,1.0,0.6677481194354551,0.4730954137241999,0.7025763163951814,0.6588320310097084,imL
0.7225577207557653,0.4621847064184492,1.0,0.7255772075576536,0.4603730143373162,0.6620959547096424,0.596376615837734,imL
0.7147946492430667,0.43734287757781365,1.0,0.6479464924306675,0.47745177166525316,0.7164374552985326,0.680217788174879,imL
0.7428303048910909,0.5270569756514911,1.0,0.9283030489109094,0.4157733292396,0.5201878657623633,0.37743270717621774,imL
0.7181146086774336,0.44796674776778744,1.0,0.6811460867743357,0.47014786090964616,0.6931977392579649,0.6443622262837173,imL
0.7265863881405689,0.4750764420498205,1.0,0.7658638814056891,0.4515099460907484,0.6338952830160176,0.5528670080818557,imL
0.7448592697213904,0.5335496631084491,1.0,0.9485926972139035,0.41130960661294125,0.5059851119502675,0.3555198870089842,imL
0.7165993357623772,0.4431178744396072,1.0,0.6659933576237724,0.4734814613227701,0.7038046496633593,0.6607271737663258,imL
0.7135132462283551,0.4332423879307364,1.0,0.6351324622835512,0.48027085829761873,0.7254072764015141,0.6940569407337647,imL
0.7205332135738926,0.45570628343645636,1.0,0.705332135738926,0.4648269301374363,0.6762675049827518,0.6182412934019599,imL
0.7240842754277522,0.4670696813688071,1.0,0.7408427542775222,0.4570145940589451,0.6514100720057344,0.579889825380276,imL
0.7325846810472908,0.49427097935133063,1.0,0.8258468104729082,0.43831370169596023,0.5919072326689643,0.48808544468925913,imL
0.726435736759542,0.4745943576305344,1.0,0.76435736759542,0.4518413791290076,0.634949842683206,0.5544940429969465,imL
0.6888855803963638,0.5007064691629752,0.48,0.5,0.5373233827092563,0.6957611850221486,0.6722288392072724,imS
0.8300890308865643,0.5263798237975572,0.48,0.5,0.5309050440506108,0.5417210572146571,0.38982193822687133,imS
0.6751484213946007,0.4982088038899274,0.48,0.5,0.5379477990275182,0.7107471766604355,0.6997031572107986,imS
0.7723870536058831,0.5158885552010697,0.48,0.5,0.5335278611997326,0.604668668793582,0.5052258927882338,imS
0.6349051062829559,0.49089183750599197,0.48,0.5,0.5397770406235021,0.7546489749640481,0.7801897874340882,imS
0.8451449810547699,0.5291172692826854,0.48,0.5,0.5302206826793286,0.5252963843038874,0.3597100378904602,imS
0.8457485590854741,0.5292270107428135,0.48,0.5,0.5301932473142966,0.5246379355431192,0.3585028818290519,imS
0.7866550850411207,0.5184827427347493,0.48,0.5,0.5328793143163127,0.5891035435915046,0.47668982991775855,imS
0.8476245871686607,0.5295681067579383,0.48,0.5,0.5301079733105154,0.5225913594523701,0.3547508256626784,imS
0.8382964236700583,0.5278720770309198,0.48,0.5,0.5305319807422701,0.5327675378144818,0.37340715265988333,imS
0.7431642933766817,0.5105753260684875,0.48,0.5,0.5348561684828781,0.6365480435890746,0.5636714132466367,imS
0.7140056540713292,0.5052737552856962,0.48,0.5,0.536181561178576,0.6683574682858227,0.6219886918573416,imS
0.8059728000308801,0.5219950545510691,0.48,0.5,0.5320012363622327,0.5680296726935853,0.43805439993823964,imS
0.7773599552263428,0.5167927191320624,0.48,0.5,0.5333018202169845,0.5992436852076259,0.4952800895473143,imS
0.7802358318500859,0.5173156057909247,0.48,0.5,0.5331710985522689,0.5961063652544517,0.48952833629982806,imS
0.818982901902236,0.5243605276185884,0.48,0.5,0.531409868095353,0.5538368342884699,0.41203419619552806,imS
0.7481918487013487,0.5114894270366088,0.48,0.5,0.5346276432408478,0.6310634377803468,0.5536163025973025,imS
0.6406152643677804,0.49193004806686913,0.48,0.5,0.5395174879832827,0.7484197115987851,0.7687694712644393,imS
0.7403693334600862,0.5100671515381975,0.48,0.5,0.5349832121154506,0.6395970907708151,0.5692613330798276,imS
0.7267519442977357,0.5075912625995883,0.48,0.5,0.535602184350103,0.6544524244024702,0.5964961114045286,imS
0.7519252477394667,0.5121682268617213,0.48,0.5,0.5344579432845697,0.6269906388296728,0.5461495045210667,imS
0.8431563524655098,0.5287557004482746,0.48,0.5,0.5303110748879314,0.5274657973103529,0.36368729506898034,imS
0.6656251909112229,0.4964773074384041,0.48,0.5,0.538380673140399,0.7211361553695751,0.7187496181775543,imS
0.8083991444329212,0.5224362080787129,0.48,0.5,0.5318909479803218,0.5653827515277223,0.43320171113415756,imS
0.6879098701386159,0.5005290672979301,0.48,0.5,0.5373677331755174,0.696825596212419,0.6741802597227682,imS
0.7554382389817402,0.5128069525421346,0.48,0.5,0.5342982618644664,0.6231582847471924,0.5391235220365194,imS
0.8064420697019801,0.5220803763094509,0.48,0.5,0.5319799059226373,0.5675177421432945,0.43711586059603985,imS
0.7807197345657639,0.5174035881028662,0.48,0.5,0.5331491029742835,0.595578471382803,0.48856053086847195,imS
0.737486825759859,0.5095430592290653,0.48,0.5,0.5351142351927337,0.6427416446256085,0.575026348480282,imS
0.6314534875778378,0.4902642704686978,0.48,0.5,0.5399339323828256,0.7584143771878133,0.7870930248443244,imS
0.6821923537960414,0.49948951887200754,0.48,0.5,0.5376276202819982,0.7030628867679548,0.6856152924079172,imS
0.715817936840287,0.5056032612436886,0.48,0.5,0.5360991846890779,0.6663804325378686,0.6183641263194258,imS
0.7261293814096276,0.5074780693472051,0.48,0.5,0.5356304826631988,0.65513158391677,0.5977412371807448,imS
0.7323259618006036,0.5086047203273825,0.48,0.5,0.5353488199181544,0.6483716780357052,0.5853480763987927,imS
0.6854264981198609,0.500077545112702,0.48,0.5,0.5374806137218245,0.6995347293237881,0.6791470037602783,imS
0.8228310977964938,0.5250601995993626,0.48,0.5,0.5312349501001594,0.549638802403825,0.40433780440701245,imS
0.6731793214698343,0.49785078572178804,0.48,0.5,0.538037303569553,0.7128952856692717,0.7036413570603315,imS
0.703758544204368,0.5034106444007942,0.48,0.5,0.5366473388998015,0.6795361335952349,0.642482911591264,imS
0.6826711439041837,0.4995765716189425,0.48,0.5,0.5376058570952644,0.7025405702863451,0.6846577121916326,imS
0.7529534400629792,0.5123551709205417,0.48,0.5,0.5344112072698646,0.6258689744767499,0.5440931198740415,imS
0.7593965870116232,0.5135266521839315,0.48,0.5,0.5341183369540171,0.6188400868964111,0.5312068259767537,imS
0.8241677355807117,0.5253032246510385,0.48,0.5,0.5311741938372404,0.5481806520937691,0.4016645288385765,imS
0.7713353345324384,0.5156973335513525,0.48,0.5,0.5335756666121619,0.6058159986918854,0.5073293309351232,imS
0.6425673411383227,0.4922849711160587,0.48,0.5,0.5394287572209854,0.746290173303648,0.7648653177233546,imS
0.7879973561375548,0.51872679202501,0.48,0.5,0.5328183019937476,0.5876392478499401,0.47400528772489015,imS
0.7601311132647054,0.5136602024117647,0.48,0.5,0.5340849493970589,0.6180387855294123,0.5297377734705891,imS
0.6971553283440566,0.5022100596989194,0.48,0.5,0.5369474850752702,0.6867396418064837,0.6556893433118868,imS
0.8467104849086492,0.5294019063470271,0.48,0.5,0.5301495234132433,0.5235885619178373,0.3565790301827016,imS
0.6424262492421474,0.4922593180440268,0.48,0.5,0.5394351704889934,0.7464440917358391,0.7651475015157052,imS
0.8489092892287016,0.529801688950673,0.48,0.5,0.5300495777623317,0.5211898662959619,0.3521814215425967,imS
0.75967633987493,0.5135775163408963,0.48,0.5,0.534105620914776,0.6185349019546219,0.53064732025014,imS
0.6721675563132211,0.4976668284205857,0.48,0.5,0.5380832928948536,0.713999029476486,0.7056648873735578,imS
0.6627508372128061,0.4959546976750556,0.48,0.5,0.5385113255812362,0.7242718139496661,0.7244983255743878,imS
0.8213305612577059,0.5247873747741284,0.48,0.5,0.531303156306468,0.5512757513552299,0.4073388774845881,imS
0.7305708458072367,0.5082856083285885,0.48,0.5,0.5354285979178529,0.650286350028469,0.5888583083855264,imS
0.7024332431060457,0.5031696805647355,0.48,0.5,0.5367075798588161,0.6809819166115865,0.6451335137879086,imS
0.8282984335744393,0.5260542606498981,0.48,0.5,0.5309864348375255,0.5436744361006117,0.3934031328511214,imS
0.740699381111555,0.5101271602021009,0.48,0.5,0.5349682099494748,0.6392370387873946,0.56860123777689,imS
0.8288161964275487,0.5261483993504634,0.48,0.5,0.5309629001623842,0.5431096038972196,0.3923676071449026,imS
0.8420493929705763,0.5285544350855593,0.48,0.5,0.5303613912286101,0.528673389486644,0.3659012140588473,imS
0.845467917264437,0.5291759849571704,0.48,0.5,0.5302060037607075,0.5249440902569777,0.3590641654711258,imS
0.7440409609882119,0.5107347201796749,0.48,0.5,0.5348163199550813,0.6355916789219507,0.5619180780235762,imS
0.7364172733614683,0.5093485951566307,0.48,0.5,0.5351628512108424,0.6439084290602164,0.5771654532770633,imS
0.8174947871662892,0.5240899613029617,0.48,0.5,0.5314775096742597,0.55546023218223,0.41501042566742147,imS
0.8442281003609636,0.5289505637019934,0.48,0.5,0.5302623590745017,0.5262966177880397,0.3615437992780727,imS
0.7541922549826712,0.5125804099968493,0.48,0.5,0.5343548975007877,0.6245175400189041,0.5416154900346576,imS
0.8359431822802692,0.527444214960049,0.48,0.5,0.5306389462599878,0.5353347102397062,0.3781136354394614,imS
0.8222148950017231,0.524948162727586,0.48,0.5,0.5312629593181035,0.5503110236344839,0.4055702099965539,imS
0.768970405294578,0.5152673464171961,0.48,0.5,0.533683163395701,0.6083959214968239,0.5120591894108438,imS
0.6783069050325854,0.49878307364228824,0.48,0.5,0.5378042315894279,0.7073015581462704,0.693386189934829,imS
0.6318959606203169,0.4903447201127849,0.48,0.5,0.5399138199718038,0.7579316793232906,0.7862080787593662,imS
0.639323065417246,0.4916951028031356,0.48,0.5,0.5395762242992161,0.7498293831811862,0.771353869165508,imS
0.8471229319980211,0.529476896726913,0.48,0.5,0.5301307758182718,0.5231386196385224,0.35575413600395756,imS
0.6426772135371702,0.4923049479158491,0.48,0.5,0.5394237630210378,0.7461703125049053,0.7646455729256596,imS
0.6878285616323165,0.5005142839331485,0.48,0.5,0.5373714290167129,0.6969142964011092,0.6743428767353669,imS
0.7297034671670679,0.5081279031212851,0.48,0.5,0.5354680242196788,0.6512325812722896,0.5905930656658642,imS
0.6820097389648697,0.49945631617543085,0.48,0.5,0.5376359209561423,0.7032621029474149,0.6859805220702605,imS
0.7306567190978852,0.5083012216541609,0.48,0.5,0.5354246945864598,0.6501926700750343,0.5886865618042295,imS
0.8019338204873319,0.5212606946340603,0.48,0.5,0.5321848263414849,0.5724358321956379,0.44613235902533616,imS
0.7254276559469295,0.5073504828994417,0.48,0.5,0.5356623792751396,0.6558971026033497,0.599144688106141,imS
0.8071978610439137,0.5222177929170753,0.48,0.5,0.5319455517707312,0.5666932424975487,0.43560427791217265,imS
0.7946481936235723,0.5199360352042859,0.48,0.5,0.5325159911989286,0.5803837887742849,0.4607036127528555,imS
0.8421759117044546,0.528577438491719,0.48,0.5,0.5303556403770703,0.5285353690496859,0.36564817659109067,imS
0.747353335500102,0.5113369700909276,0.48,0.5,0.5346657574772681,0.6319781794544342,0.5552933289997961,imS
0.635418954114714,0.49098526438449347,0.48,0.5,0.5397536839038767,0.7540884136930393,0.779162091770572,imS
0.6544840117461792,0.4944516384993053,0.48,0.5,0.5388870903751737,0.7332901690041682,0.7410319765076416,imS
0.804404562225346,0.5217099204046084,0.48,0.5,0.532072519898848,0.5697404775723499,0.4411908755493081,imS
0.7764535828297233,0.5166279241508588,0.48,0.5,0.5333430189622853,0.6002324550948472,0.49709283434055335,imS
0.7318536709450485,0.508518849262736,0.48,0.5,0.535370287684316,0.6488869044235834,0.5862926581099029,imS
0.6878202648028466,0.5005127754186994,0.48,0.5,0.5373718061453252,0.6969233474878037,0.6743594703943068,imS
0.7441626251791422,0.5107568409416623,0.48,0.5,0.5348107897645845,0.6354589543500266,0.5616747496417155,imS
0.7909693518300487,0.5192671548781906,0.48,0.5,0.5326832112804524,0.584397070730856,0.4680612963399027,imS
0.7892500830147682,0.5189545605481397,0.48,0.5,0.5327613598629651,0.5862726367111619,0.4714998339704635,imS
0.773207110519329,0.5160376564580599,0.48,0.5,0.533490585885485,0.6037740612516411,0.503585778961342,imS
0.7473644008381046,0.5113389819705645,0.48,0.5,0.5346652545073589,0.6319661081766133,0.5552711983237908,imS
0.7996686773405016,0.5208488504255457,0.48,0.5,0.5322877873936136,0.5749068974467255,0.4506626453189967,imS
0.8306520961157441,0.5264821992937717,0.48,0.5,0.5308794501765571,0.5411068042373701,0.3886958077685117,imS
0.8027857116370098,0.5214155839340018,0.48,0.5,0.5321461040164995,0.5715064963959892,0.4444285767259802,imS
0.6546481464255598,0.4944814811682836,0.48,0.5,0.5388796297079291,0.7331111129902984,0.7407037071488805,imS
0.6870279584513632,0.5003687197184297,0.48,0.5,0.5374078200703927,0.697787681689422,0.6759440830972737,imS
0.7149739756960547,0.5054498137629191,0.48,0.5,0.5361375465592703,0.6673011174224858,0.6200520486078905,imS
0.678578554093157,0.498832464380574,0.48,0.5,0.5377918839048565,0.7070052137165559,0.6928428918136859,imS
0.7028685859107476,0.5032488338019541,0.48,0.5,0.5366877915495115,0.6805069971882753,0.6442628281785048,imS
0.6813407746199664,0.49933468629453936,0.48,0.5,0.5376663284263652,0.7039918822327639,0.6873184507600671,imS
0.762918432410354,0.5141669877109735,0.48,0.5,0.5339582530722566,0.6149980737341593,0.5241631351792919,imS
0.6621235923651962,0.4958406531573084,0.48,0.5,0.538539836710673,0.7249560810561495,0.7257528152696074,imS
0.7683848775568958,0.5151608868285266,0.48,0.5,0.5337097782928684,0.609034679028841,0.5132302448862084,imS
0.6744964995729822,0.4980902726496331,0.48,0.5,0.5379774318375917,0.7114583641022012,0.7010070008540356,imS
0.6618770807863775,0.4957958328702505,0.48,0.5,0.5385510417824374,0.7252250027784972,0.7262458384272449,imS
0.709948025823263,0.5045360046951387,0.48,0.5,0.5363659988262154,0.6727839718291677,0.630103948353474,imS
0.7191058914938897,0.5062010711807072,0.48,0.5,0.5359497322048232,0.6627935729157567,0.6117882170122206,imS
0.7720626554097858,0.5158295737108701,0.48,0.5,0.5335426065722825,0.6050225577347792,0.5058746891804284,imS
0.8238414063412807,0.525243892062051,0.48,0.5,0.5311890269844872,0.5485366476276938,0.40231718731743854,imS
0.8136250429282537,0.5233863714415007,0.48,0.5,0.5316534071396248,0.5596817713509961,0.4227499141434926,imS
0.7633004983137979,0.5142364542388723,0.48,0.5,0.5339408864402819,0.614581274566766,0.5233990033724043,imS
0.8413263196636791,0.528422967211578,0.48,0.5,0.5303942581971055,0.529462196730532,0.36734736067264184,imS
0.7250619315626876,0.5072839875568523,0.48,0.5,0.535679003110787,0.6562960746588863,0.5998761368746248,imS
0.8040115454520873,0.5216384628094705,0.48,0.5,0.5320903842976324,0.5701692231431774,0.4419769090958252,imS
0.660564815157316,0.495557239119512,0.48,0.5,0.5386106902201221,0.726656565282928,0.7288703696853681,imS
0.7207930613095729,0.5065078293290133,0.48,0.5,0.5358730426677467,0.6609530240259205,0.6084138773808543,imS
0.8078857810146254,0.5223428692753864,0.48,0.5,0.5319142826811534,0.5659427843476814,0.4342284379707491,imS
0.6644490166944346,0.49626345758080626,0.48,0.5,0.5384341356047985,0.7224192545151623,0.7211019666111309,imS
0.812277844812454,0.5231414263295371,0.48,0.5,0.5317146434176158,0.5611514420227774,0.42544431037509184,imS
0.6583861981388032,0.49516112693432784,0.48,0.5,0.5387097182664181,0.7290332383940329,0.7332276037223936,imS
0.6806117085676759,0.49920212883048654,0.48,0.5,0.5376994677923784,0.7047872270170807,0.688776582864648,imS
0.8014363688876178,0.5211702488886578,0.48,0.5,0.5322074377778356,0.5729785066680533,0.44712726222476423,imS
0.7472336532280648,0.51131520967783,0.48,0.5,0.5346711975805425,0.6321087419330202,0.5555326935438705,imS
0.6909152955918998,0.5010755082894364,0.48,0.5,0.537231122927641,0.6935469502633821,0.6681694088162005,imS
0.6595508372402678,0.4953728794982305,0.48,0.5,0.5386567801254424,0.727762723010617,0.7308983255194644,imS
0.732978597027218,0.508723381277676,0.48,0.5,0.535319154680581,0.647659712333944,0.584042805945564,imS
0.7434066512279216,0.5106193911323494,0.48,0.5,0.5348451522169126,0.6362836532059037,0.5631866975441567,imS
0.8144019470742129,0.523527626740766,0.48,0.5,0.5316180933148086,0.5588342395554041,0.42119610585157424,imS
0.7049229408417528,0.5036223528803186,0.48,0.5,0.5365944117799204,0.678265882718088,0.6401541183164945,imS
0.6894047272687002,0.5008008595034,0.48,0.5,0.53729978512415,0.6951948429795998,0.6711905454625996,imS
0.8343870996934555,0.5271612908533556,0.48,0.5,0.5307096772866612,0.5370322548798667,0.38122580061308886,imS
0.8104380281870622,0.5228069142158295,0.48,0.5,0.5317982714460426,0.563158514705023,0.4291239436258754,imS
0.7832913685962357,0.5178711579265883,0.48,0.5,0.5330322105183529,0.5927730524404701,0.4834172628075285,imS
0.7710112359741004,0.5156384065407456,0.48,0.5,0.5335903983648137,0.6061695607555269,0.5079775280517991,imS
0.6649883175338,0.4963615122788727,0.48,0.5,0.5384096219302819,0.7218309263267636,0.7200233649323999,imS
0.7801365710380133,0.5172975583705479,0.48,0.5,0.533175610407363,0.5962146497767129,0.4897268579239735,imS
0.6632847859372208,0.49,1.0,0.5,0.5531391437488835,0.5583576070313896,0.3468608562511165,omL
0.7558334216504574,0.5596970339276053,1.0,0.5,0.3918938029038386,0.5425757415180987,0.05507547656672651,omL
0.6717705834714184,0.49,1.0,0.5,0.5870823338856734,0.5541147082642909,0.3129176661143266,omL
0.6743141164899689,0.49,1.0,0.5,0.5972564659598754,0.5528429417550156,0.3027435340401247,omL
0.699520851753069,0.46628748894815863,1.0,0.5,0.5241916592987724,0.5837125110518414,0.31257497789631716,omL
0.7079310261532138,0.4612413843080717,1.0,0.5,0.5208275895387144,0.5887586156919282,0.3024827686161434,omL
0.7084356788142111,0.4609385927114733,1.0,0.5,0.5206257284743155,0.5890614072885266,0.3018771854229466,omL
0.6710960440070287,0.49,1.0,0.5,0.5843841760281149,0.5544519779964857,0.3156158239718852,omL
0.713392769826281,0.5288311053282043,1.0,0.5,0.4574839011775659,0.5502922236679489,0.19011391418910614,omL
0.668071782503072,0.49,1.0,0.5,0.5722871300122878,0.5559641087484641,0.32771286998771226,omL
0.6649316365948574,0.5195898195691442,1.0,0.5,0.5991796391382883,0.5698632731897147,0.2613672681028529,omL
0.665639066605297,0.5238343996317822,1.0,0.5,0.6076687992635644,0.5712781332105941,0.24721866789405933,omL
0.7016519791090059,0.46500881253459647,1.0,0.5,0.5233392083563977,0.5849911874654035,0.31001762506919295,omL
0.6604461106307028,0.4926766637842164,1.0,0.5,0.5453533275684328,0.5608922212614055,0.35107778738594536,omL
0.670375046338698,0.4975454882463258,1.0,0.5,0.5239658374765577,0.5581136279384186,0.3269884889223246,omL
0.7608415916360801,0.5633393393716946,1.0,0.5,0.3841539038351489,0.5416651651570764,0.03914039024883592,omL
0.6991194908359303,0.4665283054984419,1.0,0.5,0.524352203665628,0.5834716945015581,0.31305661099688364,omL
0.6602774381835604,0.49,1.0,0.5,0.5411097527342417,0.5598612809082198,0.3588902472657583,omL
0.67855817054566,0.49,1.0,0.5,0.6142326821826397,0.5507209147271701,0.28576731781736026,omL
0.6697567584409093,0.5485405506454558,1.0,0.5,0.6570811012909116,0.5795135168818185,0.16486483118181405,omL
0.6806737617475005,0.4775957429514997,1.0,0.5,0.5317304953009998,0.5724042570485003,0.33519148590299935,omL
0.6620479301471074,0.48877124191173554,1.0,0.5,0.5391808279411571,0.5612287580882644,0.35754248382347115,omL
0.7008621740640723,0.5197179447738707,1.0,0.5,0.47684936735552474,0.5525705138065323,0.2299839916143156,omL
0.6708656575122108,0.48348060549267347,1.0,0.5,0.5356537369951156,0.5665193945073266,0.34696121098534694,omL
0.6688552292261276,0.5431313753567656,1.0,0.5,0.6462627507135311,0.5777104584522551,0.18289541547744817,omL
