mcg,gvh,lip,chg,aac,alm1,alm2,class
0.7242628985589774,0.467641275388728,1.0,0.7426289855897749,0.45662162317024957,0.6501597100871576,0.5779606955630432,imL
0.7285892505288596,0.4814856016923507,1.0,0.7858925052885959,0.44710364883650894,0.6198752462979829,0.5312360942883164,imL
0.7255128541726957,0.47164113335262636,1.0,0.7551285417269573,0.4538717208200694,0.6414100207911297,0.564461174934886,imL
0.7347543070927183,0.5012137826966985,1.0,0.8475430709271825,0.43354052439601987,0.5767198503509722,0.4646534833986429,imL
0.7044652569132183,0.40428882212229855,1.0,0.5446525691321829,0.5001764347909198,0.788743201607472,0.7917752253372425,imL
0.7094734469064349,0.4203150301005918,1.0,0.5947344690643492,0.4891584168058432,0.7536858716549555,0.7376867734105029,imL
0.7186933070031899,0.4498185824102079,1.0,0.6869330700318995,0.46887472459298213,0.6891468509776703,0.6381122843655485,imL
0.7444132417297957,0.5321223735353464,1.0,0.9441324172979573,0.41229086819444943,0.5091073078914299,0.36033698931820607,imL
0.7079568066957793,0.4154617814264938,1.0,0.5795680669577932,0.4924950252692855,0.7643023531295448,0.7540664876855834,imL
0.7160834521892155,0.4414670470054898,1.0,0.6608345218921556,0.4746164051837258,0.7074158346754911,0.666298716356472,imL
0.7396908701925344,0.5170107846161104,1.0,0.896908701925345,0.4226800855764241,0.5421639086522585,0.41133860192062743,imL
0.7470921703448762,0.5406949451036037,1.0,0.9709217034487615,0.4063972252412725,0.4903548075858669,0.3314045602753375,imL
0.7258691311621563,0.4727812197189002,1.0,0.7586913116215631,0.4530879114432561,0.6389160818649058,0.5606133834487118,imL
0.733935906822551,0.4985949018321635,1.0,0.8393590682255108,0.43534100499038764,0.5824486522421424,0.4734922063164483,imL
0.7378440110362101,0.5111008353158724,1.0,0.8784401103621009,0.4267431757203378,0.5550919227465294,0.43128468080893095,imL
0.74990727147965,0.54970326873488,1.0,0.9990727147965,0.40020400274477,0.47064909964245005,0.30100146801978,imL
0.700460652006273,0.3914740864200741,1.0,0.5046065200627314,0.5089865655861991,0.8167754359560879,0.83502495833225,imL
0.7443955854352906,0.53206587339293,1.0,0.9439558543529061,0.4123297120423607,0.5092309019529657,0.3605276772988613,imL
0.7267806090208715,0.475697948866789,1.0,0.7678060902087156,0.4510826601540826,0.6325357368538991,0.5507694225745872,imL
0.7182518523619458,0.44840592755822667,1.0,0.6825185236194582,0.46984592480371923,0.6922370334663792,0.6428799944909851,imL
0.7304579861105636,0.4874655555538034,1.0,0.8045798611056354,0.4429924305567602,0.6067940972260552,0.5110537500059136,imL
0.7194471867611743,0.4522309976357578,1.0,0.6944718676117431,0.4672161891254165,0.6838696926717798,0.6299703829793175,imL
0.7464717721328532,0.5387096708251302,1.0,0.9647177213285321,0.40776210130772295,0.4946975950700276,0.3381048609651853,imL
0.7303836774312285,0.48722776777993126,1.0,0.803836774312285,0.4431559096512973,0.6073142579814005,0.5118562837427321,imL
0.7313467411261199,0.4903095716035836,1.0,0.8134674112611987,0.4410371695225363,0.6005728121171608,0.5014551958379053,imL
0.7169962594595108,0.4443880302704348,1.0,0.6699625945951087,0.4726082291890761,0.701026183783424,0.6564403978372826,imL
0.7036000273410412,0.40152008749133206,1.0,0.5360002734104127,0.5020799398497092,0.794799808612711,0.8011197047167543,imL
0.7226360422394286,0.46243533516617136,1.0,0.7263604223942854,0.4602007070732572,0.6615477043240002,0.5955307438141717,imL
0.7038087236272884,0.4021879156073231,1.0,0.5380872362728847,0.5016208080199653,0.7933389346089806,0.7988657848252845,imL
0.7338403647240311,0.4982891671168998,1.0,0.8384036472403118,0.43555119760713146,0.5831174469317817,0.47452406098046324,imL
0.7036476943611206,0.401672621955586,1.0,0.5364769436112062,0.5019750724055346,0.7944661394721555,0.8006049008998972,imL
0.7077667800793703,0.41485369625398516,1.0,0.5776678007937035,0.49291308382538523,0.7656325394444075,0.7561187751428002,imL
0.7448788174158815,0.5336122157308207,1.0,0.9487881741588147,0.4112666016850608,0.5058482780888297,0.3553087719084801,imL
0.7042095608926271,0.4034705948564069,1.0,0.5420956089262715,0.5007389660362203,0.7905330737516099,0.7945367423596268,imL
0.7328210606395941,0.49502739404670104,1.0,0.8282106063959406,0.4377936665928931,0.5902525755228416,0.48553254509238414,imL
0.7443534911207457,0.5319311715863861,1.0,0.9435349112074567,0.41242231953435954,0.5095255621547803,0.3609822958959467,imL
0.7023595379494159,0.39755052143813074,1.0,0.5235953794941586,0.5048090165112852,0.803483234354089,0.8145169901463087,imL
0.7150211494291799,0.43806767817337605,1.0,0.6502114942918,0.476953471255804,0.71485195399574,0.6777715861648559,imL
0.7194586340048331,0.4522676288154661,1.0,0.6945863400483314,0.46719100518936707,0.6837895619661679,0.629846752747802,imL
0.7073033105959439,0.41337059390702047,1.0,0.5730331059594389,0.49393271668892347,0.7688768258283928,0.761124245563806,imL
0.7223924981189557,0.46165599398065815,1.0,0.7239249811895567,0.46073650413829753,0.6632525131673103,0.5981610203152787,imL
0.7149642161416453,0.437885491653265,1.0,0.6496421614164531,0.4770787244883803,0.7152504870084828,0.6783864656702305,imL
0.7178944361258313,0.44726219560266,1.0,0.6789443612583126,0.47063224052317126,0.6947389471191812,0.6467400898410224,imL
0.7411920456377202,0.5218145460407047,1.0,0.9119204563772021,0.41937749959701554,0.5316556805359585,0.3951259071126217,imL
0.723736377110739,0.4659564067543649,1.0,0.7373637711073902,0.4577799703563742,0.6538453602248269,0.5836471272040186,imL
0.71773428511089,0.44674971235484795,1.0,0.6773428511088997,0.4709845727560421,0.6958600042237701,0.6484697208023883,imL
0.7350082061155647,0.5020262595698072,1.0,0.8500820611556474,0.4329819465457576,0.5749425571910468,0.4619113739519008,imL
0.7409366278714073,0.5209972091885036,1.0,0.9093662787140733,0.41993941868290385,0.5334436049001486,0.3978844189888007,imL
0.7389141172790739,0.5145251752930365,1.0,0.889141172790739,0.42438894198603744,0.5476011790464826,0.4197275333860018,imL
0.7475007053278698,0.5420022570491836,1.0,0.9750070532786987,0.4054984482786863,0.48749506270491083,0.3269923824590053,imL
0.7060729779741481,0.4094335295172741,1.0,0.5607297797414814,0.4966394484568741,0.777489154180963,0.7744118378792,imL
0.7375425653547242,0.5101362091351174,1.0,0.8754256535472418,0.4274063562196068,0.5572020425169306,0.43454029416897877,imL
0.7350351433171547,0.502112458614895,1.0,0.8503514331715467,0.4329226847022597,0.5747539967799172,0.4616204521747294,imL
0.7256911903434895,0.4722118090991666,1.0,0.7569119034348956,0.45347938124432297,0.640161667595573,0.5625351442903128,imL
0.7435114218353113,0.529236549872996,1.0,0.9351142183531123,0.4142748719623153,0.5154200471528214,0.3700766441786386,imL
0.7308390572468991,0.48868498319007714,1.0,0.808390572468991,0.442154074056822,0.6041265992717062,0.5069381817334897,imL
0.7156276114047464,0.44000835649518844,1.0,0.6562761140474638,0.475619254909558,0.7106067201667753,0.6712217968287391,imL
0.7254151269510873,0.47132840624347944,1.0,0.7541512695108732,0.4540867207076079,0.6420941113423887,0.5655166289282569,imL
0.7047796440658349,0.4052948610106718,1.0,0.5477964406583493,0.49948478305516314,0.7865424915391555,0.7883798440889827,imL
0.7057975185342389,0.4085520593095646,1.0,0.5579751853423894,0.49724545922467434,0.7794173702603273,0.7773867998302194,imL
0.7222638528423226,0.46124432909543256,1.0,0.7226385284232267,0.46101952374689015,0.6641530301037413,0.599550389302915,imL
0.7330528123474078,0.49576899951170506,1.0,0.8305281234740782,0.43728381283570283,0.5886303135681452,0.48302962664799554,imL
0.7329945822741873,0.49558266327739975,1.0,0.8299458227418741,0.4374119189967877,0.5890379240806881,0.483658511438776,imL
0.7186983773338828,0.44983480746842497,1.0,0.686983773338828,0.46886356986545785,0.6891113586628204,0.6380575247940657,imL
0.728846081457952,0.48230746066544655,1.0,0.7884608145795203,0.44653862079250556,0.6180774297943357,0.528462320254118,imL
0.735221651753758,0.5027092856120255,1.0,0.8522165175375798,0.4325123661417325,0.5734484377236941,0.4596061610594138,imL
0.7472621348775942,0.5412388316083014,1.0,0.9726213487759419,0.4060233032692928,0.48916505585684067,0.3295689433219827,imL
0.7411171993986683,0.5215750380757385,1.0,0.9111719939866825,0.4195421613229299,0.5321796042093222,0.3959342464943828,imL
0.733995577327232,0.4987858474471423,1.0,0.8399557732723197,0.43520972988008966,0.5820309587093762,0.4728477648658947,imL
0.7196058948477555,0.45273886351281756,1.0,0.6960589484775548,0.46686703133493795,0.6827587360657116,0.6282563356442408,imL
0.7317103079871812,0.49147298555897995,1.0,0.8171030798718122,0.44023732242820135,0.5980278440897314,0.4975286737384428,imL
0.7219867880221766,0.46035772167096545,1.0,0.7198678802217671,0.46162906635121126,0.666092483844763,0.6025426893604916,imL
0.7426895374182246,0.526606519738319,1.0,0.9268953741822465,0.4160830176799058,0.5211732380724274,0.37895299588317366,imL
0.7496529655316281,0.5488894897012099,1.0,0.9965296553162808,0.40076347583041827,0.4724292412786035,0.30374797225841677,imL
0.706159271984813,0.4097096703514016,1.0,0.5615927198481301,0.4964496016334114,0.776885096106309,0.7734798625640196,imL
0.7283441868075289,0.48070139778409243,1.0,0.7834418680752887,0.4476427890234365,0.6215906923472978,0.5338827824786881,imL
0.7363506427935697,0.5063220569394229,1.0,0.8635064279356965,0.43002858585414677,0.5655455004450124,0.4474130578294477,imL
0.7448289221620104,0.5334525509184331,1.0,0.9482892216201035,0.4113763712435773,0.5061975448659275,0.3558476406502882,imL
0.7064447403083453,0.41062316898670503,1.0,0.5644474030834532,0.4958215713216403,0.7748868178415828,0.7703968046698705,imL
0.7412908795531231,0.5221308145699942,1.0,0.9129087955312317,0.419160064983129,0.5309638431281378,0.3940585008262697,imL
0.7075028277167387,0.4140090486935637,1.0,0.5750282771673865,0.493493779023175,0.7674802059828294,0.7589694606592226,imL
0.7545335061959129,0.5126424556719842,0.48,0.5,0.534339386082004,0.624145265968095,0.5409329876081743,imS
0.63844355839751,0.49153519243591093,0.48,0.5,0.5396162018910223,0.7507888453845346,0.7731128832049801,imS
0.7974107110314116,0.5204383110966203,0.48,0.5,0.532390422225845,0.5773701334202783,0.4551785779371768,imS
0.8158411773822727,0.5237893049785951,0.48,0.5,0.5315526737553513,0.5572641701284298,0.41831764523545445,imS
0.7108458952691098,0.5046992536852927,0.48,0.5,0.5363251865786769,0.6718044778882438,0.6283082094617803,imS
0.7503269513083682,0.5118776275106124,0.48,0.5,0.534530593122347,0.6287342349363256,0.5493460973832636,imS
0.6380812923660826,0.4914693258847423,0.48,0.5,0.5396326685288144,0.7511840446915463,0.7738374152678349,imS
0.6759054325452063,0.4983464422809466,0.48,0.5,0.5379133894297634,0.7099213463143205,0.6981891349095874,imS
0.638562213808992,0.49155676614708943,0.48,0.5,0.5396108084632276,0.7506594031174633,0.772875572382016,imS
0.7081394901323392,0.5042071800240617,0.48,0.5,0.5364482049939846,0.67475691985563,0.6337210197353216,imS
0.7057483992127779,0.503772436220505,0.48,0.5,0.5365568909448738,0.6773653826769696,0.6385032015744442,imS
0.6981433683401567,0.5023897033345739,0.48,0.5,0.5369025741663566,0.6856617799925564,0.6537132633196867,imS
0.7898559075310518,0.5190647104601912,0.48,0.5,0.5327338223849523,0.5856117372388526,0.47028818493789637,imS
0.847985405450731,0.5296337100819511,0.48,0.5,0.5300915724795122,0.5221977395082935,0.3540291890985381,imS
0.7665285405099175,0.5148233710018032,0.48,0.5,0.5337941572495493,0.611059773989181,0.5169429189801651,imS
0.6326373093126634,0.4904795107841206,0.48,0.5,0.5398801223039699,0.7571229352952764,0.7847253813746733,imS
0.7062808664082489,0.5038692484378634,0.48,0.5,0.5365326878905342,0.6767845093728193,0.6374382671835022,imS
0.7334265300444015,0.5088048236444367,0.48,0.5,0.5352987940888909,0.6471710581333803,0.583146939911197,imS
0.6574643101125842,0.4949935109295608,0.48,0.5,0.5387516222676099,0.7300389344226355,0.7350713797748316,imS
0.7928673477367363,0.519612245043043,0.48,0.5,0.5325969387392393,0.5823265297417421,0.4642653045265273,imS
0.6492334283582016,0.49349698697421845,0.48,0.5,0.5391257532564454,0.7390180781546891,0.7515331432835968,imS
0.6675228506787834,0.49682233648705154,0.48,0.5,0.5382944158782371,0.7190659810776908,0.7149542986424331,imS
0.6517675957480997,0.4939577446814727,0.48,0.5,0.5390105638296319,0.736253531911164,0.7464648085038007,imS
0.6834799914148434,0.4997236348026988,0.48,0.5,0.5375690912993253,0.7016581911838071,0.6830400171703132,imS
0.6924943631117398,0.5013626114748618,0.48,0.5,0.5371593471312845,0.6918243311508292,0.6650112737765204,imS
0.7738074250234833,0.5161468045497243,0.48,0.5,0.5334632988625689,0.6031191727016545,0.5023851499530332,imS
0.8477974007891356,0.5295995274162065,0.48,0.5,0.5301001181459484,0.5224028355027612,0.35440519842172885,imS
0.6871054283504395,0.5003828051546254,0.48,0.5,0.5374042987113437,0.6977031690722478,0.675789143299121,imS
0.7852826162213167,0.5182332029493303,0.48,0.5,0.5329416992626674,0.5906007823040181,0.4794347675573666,imS
0.7263904175101483,0.5075255304563906,0.48,0.5,0.5356186173859023,0.6548468172616564,0.5972191649797033,imS
0.7278164579593862,0.5077848105380702,0.48,0.5,0.5355537973654825,0.6532911367715787,0.5943670840812275,imS
0.6511308861912335,0.493841979307497,0.48,0.5,0.5390395051731258,0.736948124155018,0.7477382276175331,imS
0.6347632413454269,0.4908660438809867,0.48,0.5,0.5397834890297534,0.7548037367140797,0.7804735173091462,imS
0.6499313723119032,0.4936238858748915,0.48,0.5,0.5390940285312772,0.7382566847506511,0.7501372553761936,imS
0.7779535390384048,0.5169006434615282,0.48,0.5,0.533274839134618,0.5985961392308311,0.49409292192319026,imS
0.681064113534982,0.49928438427908767,0.48,0.5,0.5376789039302281,0.7042936943254742,0.6878717729300359,imS
0.7636969957685283,0.5143085446851869,0.48,0.5,0.5339228638287032,0.6141487318888781,0.5226060084629431,imS
0.7240028680107001,0.5070914305474,0.48,0.5,0.53572714236315,0.6574514167155998,0.6019942639785998,imS
0.7300428443952978,0.5081896080718723,0.48,0.5,0.5354525979820319,0.6508623515687662,0.5899143112094045,imS
0.733784661100432,0.5088699383818968,0.48,0.5,0.5352825154045259,0.6467803697086197,0.5824306777991362,imS
0.7241941375903962,0.5071262068346175,0.48,0.5,0.5357184482913456,0.657242758992295,0.6016117248192075,imS
0.8057883855353555,0.5219615246427919,0.48,0.5,0.5320096188393021,0.5682308521432485,0.438423228929289,imS
0.7258921578410084,0.5074349377892743,0.48,0.5,0.5356412655526814,0.6553903732643546,0.5982156843179833,imS
0.8017608402530153,0.5212292436823664,0.48,0.5,0.5321926890794084,0.5726245379058015,0.4464783194939694,imS
0.6370369181139612,0.49127943965708387,0.48,0.5,0.5396801400857291,0.7523233620574967,0.7759261637720775,imS
0.684569790192399,0.49992178003498167,0.48,0.5,0.5375195549912546,0.7004693197901102,0.6808604196152019,imS
0.698882357969494,0.5025240650853625,0.48,0.5,0.5368689837286594,0.6848556094878248,0.6522352840610119,imS
0.6435454299264576,0.4924628054411741,0.48,0.5,0.5393842986397065,0.7452231673529555,0.762909140147085,imS
0.7714121838844409,0.5157113061608074,0.48,0.5,0.5335721734597981,0.6057321630351554,0.5071756322311183,imS
0.7432349643094436,0.5105881753289898,0.48,0.5,0.5348529561677526,0.6364709480260615,0.5635300713811128,imS
0.8349122191253718,0.527256767113704,0.48,0.5,0.5306858082215741,0.5364593973177761,0.38017556174925626,imS
0.7838582994518186,0.517974236263967,0.48,0.5,0.5330064409340083,0.5921545824161979,0.4822834010963627,imS
0.7303665313190185,0.5082484602398215,0.48,0.5,0.5354378849400446,0.6505092385610707,0.589266937361963,imS
0.8138580966245149,0.5234287448408209,0.48,0.5,0.5316428137897948,0.5594275309550747,0.4222838067509701,imS
0.7227660807000856,0.5068665601272883,0.48,0.5,0.5357833599681779,0.6588006392362702,0.6044678385998288,imS
0.6732940597412823,0.4978716472256877,0.48,0.5,0.5380320881935781,0.7127701166458738,0.7034118805174354,imS
0.7876730808590297,0.51866783288346,0.48,0.5,0.532833041779135,0.5879930026992404,0.47465383828194074,imS
0.8498688581359487,0.529976156024718,0.48,0.5,0.5300059609938206,0.5201430638516923,0.3502622837281025,imS
0.6927349264198852,0.5014063502581609,0.48,0.5,0.5371484124354597,0.6915618984510343,0.6645301471602296,imS
0.7619063973539679,0.5139829813370851,0.48,0.5,0.5340042546657288,0.6161021119774894,0.526187205292064,imS
0.692006373466538,0.5012738860848251,0.48,0.5,0.5371815284787937,0.6923566834910494,0.6659872530669239,imS
0.7247821688948688,0.5072331216172489,0.48,0.5,0.5356917195956878,0.6566012702965067,0.6004356622102625,imS
0.6619470240416158,0.4958085498257483,0.48,0.5,0.5385478625435629,0.7251487010455101,0.7261059519167685,imS
0.6884504980183465,0.5006273632760629,0.48,0.5,0.5373431591809843,0.6962358203436221,0.6730990039633071,imS
0.7453649704186909,0.5109754491670347,0.48,0.5,0.5347561377082414,0.6341473049977918,0.5592700591626183,imS
0.7715982476586105,0.5157451359379293,0.48,0.5,0.5335637160155178,0.6055291843724249,0.5068035046827789,imS
0.6815856273808997,0.4993792049783454,0.48,0.5,0.5376551987554137,0.7037247701299276,0.6868287452382007,imS
0.6956535173532086,0.5019370031551288,0.48,0.5,0.5370157492112179,0.688377981069227,0.6586929652935828,imS
0.7880187696160608,0.5187306853847383,0.48,0.5,0.5328173286538155,0.58761588769157,0.47396246076787846,imS
0.6303604326553454,0.4900655332100628,0.48,0.5,0.5399836166974843,0.7596068007396232,0.7892791346893092,imS
0.8096483362943587,0.5226633338717016,0.48,0.5,0.5318341665320746,0.5640199967697905,0.4307033274112825,imS
0.6727993780796061,0.49778170510538294,0.48,0.5,0.5380545737236543,0.7133097693677024,0.7044012438407878,imS
0.7539808161550137,0.5125419665736388,0.48,0.5,0.5343645083565903,0.6247482005581669,0.5420383676899727,imS
0.7506056439827837,0.5119282989059607,0.48,0.5,0.5345179252735098,0.6284302065642359,0.5487887120344325,imS
0.745841935778776,0.5110621701415956,0.48,0.5,0.5347344574646011,0.6336269791504262,0.558316128442448,imS
0.7305440941948216,0.5082807443990585,0.48,0.5,0.5354298139002354,0.6503155336056492,0.5889118116103568,imS
0.848345866842074,0.5296992485167408,0.48,0.5,0.5300751878708149,0.5218045088995557,0.353308266315852,imS
0.7804223753633535,0.517349522793337,0.48,0.5,0.5331626193016658,0.5959028632399781,0.48915524927329307,imS
0.8134481205587547,0.5233542037379554,0.48,0.5,0.5316614490655112,0.5598747775722676,0.4231037588824905,imS
0.6747540054360098,0.49813709189745636,0.48,0.5,0.5379657270256359,0.711177448615262,0.7004919891279803,imS
0.8404247312832975,0.5282590420515086,0.48,0.5,0.5304352394871229,0.5304457476909481,0.36915053743340476,imS
0.8255437691560399,0.5255534125738255,0.48,0.5,0.5311116468565437,0.5466795245570474,0.3989124616879202,imS
0.7365646042886729,0.5093753825979406,0.48,0.5,0.5351561543505149,0.6437477044123568,0.5768707914226543,imS
0.6825029757415184,0.49954599558936696,0.48,0.5,0.5376135011026583,0.7027240264637982,0.6849940485169632,imS
0.8414163476176952,0.5284393359304901,0.48,0.5,0.5303901660173775,0.5293639844170598,0.36716730476460957,imS
0.7904174265447566,0.5191668048263194,0.48,0.5,0.5327082987934202,0.5849991710420838,0.46916514691048694,imS
0.7160852945681312,0.5056518717396602,0.48,0.5,0.536087032065085,0.6660887695620387,0.6178294108637377,imS
0.6427549674317447,0.4923190849875899,0.48,0.5,0.5394202287531026,0.7460854900744603,0.7644900651365107,imS
0.7322051555060873,0.5085827555465613,0.48,0.5,0.5353543111133597,0.648503466720632,0.5855896889878254,imS
0.7988089724459719,0.5206925404447222,0.48,0.5,0.5323268648888195,0.575844757331667,0.45238205510805607,imS
0.8008704287126497,0.5210673506750272,0.48,0.5,0.5322331623312432,0.5735958959498367,0.4482591425747007,imS
0.8365329214623402,0.5275514402658801,0.48,0.5,0.5306121399335301,0.5346913584047198,0.37693415707531963,imS
0.6377638323067965,0.491411605873963,0.48,0.5,0.5396470985315093,0.7515303647562221,0.7744723353864073,imS
0.7666127455336782,0.5148386810061233,0.48,0.5,0.5337903297484692,0.6109679139632601,0.5167745089326437,imS
0.7919264369696265,0.5194411703581139,0.48,0.5,0.5326397074104715,0.5833529778513165,0.46614712606074693,imS
0.6858113646353319,0.5001475208427876,0.48,0.5,0.5374631197893032,0.6991148749432744,0.6783772707293363,imS
0.6489082991858695,0.493437872579249,0.48,0.5,0.5391405318551878,0.7393727645245061,0.7521834016282611,imS
0.8065600740360508,0.5221018316429183,0.48,0.5,0.5319745420892704,0.5673890101424901,0.43687985192789835,imS
0.652896725601409,0.494163041018438,0.48,0.5,0.5389592397453905,0.735021753889372,0.7442065487971821,imS
0.6560264864445888,0.4947320884444707,0.48,0.5,0.5388169778888824,0.7316074693331758,0.7379470271108223,imS
0.7968887037958285,0.5203434006901506,0.48,0.5,0.5324141498274624,0.5779395958590962,0.456222592408343,imS
0.7670082619033356,0.5149105930733338,0.48,0.5,0.5337723517316666,0.6105364415599975,0.5159834761933288,imS
0.7425664156413925,0.5104666210257077,0.48,0.5,0.5348833447435731,0.6372002738457537,0.5648671687172151,imS
0.8398117655702466,0.5281475937400448,0.48,0.5,0.5304631015649888,0.531114437559731,0.3703764688595068,imS
0.693364313187478,0.5015207842159051,0.48,0.5,0.5371198039460238,0.6908752947045694,0.663271373625044,imS
0.7572619601031135,0.5131385382005661,0.48,0.5,0.5342153654498585,0.6211687707966034,0.535476079793773,imS
0.634649670238359,0.49084539458879256,0.48,0.5,0.5397886513528019,0.7549276324672446,0.7807006595232818,imS
0.7775945054505389,0.5168353646273708,0.48,0.5,0.5332911588431574,0.5989878122357757,0.49481098909892207,imS
0.7050801073621851,0.5036509286113063,0.48,0.5,0.5365872678471735,0.6780944283321618,0.6398397852756299,imS
0.6551625633198215,0.49457501151269484,0.48,0.5,0.5388562471218263,0.7325499309238311,0.739674873360357,imS
0.8347093877579892,0.5272198886832707,0.48,0.5,0.5306950278291823,0.5366806679003755,0.3805812244840216,imS
0.6995237962391674,0.5026406902253031,0.48,0.5,0.5368398274436742,0.6841558586481811,0.6509524075216653,imS
0.7965006149671489,0.5202728390849362,0.48,0.5,0.532431790228766,0.578362965490383,0.45699877006570216,imS
0.7578799514226426,0.5132509002586623,0.48,0.5,0.5341872749353345,0.6204945984480262,0.5342400971547148,imS
0.6518428419639128,0.4939714258116205,0.48,0.5,0.5390071435470949,0.7361714451302769,0.7463143160721742,imS
0.6653293923882999,0.4964235258887818,0.48,0.5,0.5383941185278046,0.7214588446673091,0.7193412152234002,imS
0.6883635797440898,0.5006115599534708,0.48,0.5,0.5373471100116323,0.6963306402791748,0.6732728405118203,imS
0.8421225516500681,0.5285677366636488,0.48,0.5,0.5303580658340878,0.5285935800181074,0.3657548966998636,imS
0.7258103285046912,0.5074200597281256,0.48,0.5,0.5356449850679686,0.655479641631246,0.5983793429906176,imS
0.7733443013967024,0.5160626002539459,0.48,0.5,0.5334843499365135,0.6036243984763247,0.5033113972065951,imS
0.7077226419484071,0.5041313894451649,0.48,0.5,0.5364671526387088,0.6752116633290105,0.6345547161031858,imS
0.7869478482215992,0.5185359724039271,0.48,0.5,0.5328660068990182,0.5887841655764372,0.47610430355680144,imS
0.7243868651133654,0.50716124820243,0.48,0.5,0.5357096879493926,0.6570325107854196,0.6012262697732693,imS
0.6415051859491391,0.49209185199075256,0.48,0.5,0.5394770370023119,0.7474488880554847,0.7669896281017219,imS
0.7971496488256054,0.5203908452410192,0.48,0.5,0.5324022886897453,0.5776549285538851,0.45570070234878934,imS
0.8079340155376933,0.5223516391886716,0.48,0.5,0.5319120902028321,0.5658901648679711,0.4341319689246135,imS
0.6818327811538166,0.49942414202796664,0.48,0.5,0.5376439644930083,0.7034551478322001,0.6863344376923668,imS
0.6347827606535702,0.49086959284610365,0.48,0.5,0.5397826017884741,0.754782442923378,0.7804344786928596,imS
0.7662863717917674,0.5147793403257759,0.48,0.5,0.533805164918556,0.6113239580453447,0.5174272564164651,imS
0.6618791573862289,0.4957962104338598,0.48,0.5,0.5385509473915351,0.7252227373968412,0.7262416852275422,imS
0.6834236424840875,0.49971338954256134,0.48,0.5,0.5375716526143597,0.7017196627446318,0.6831527150318251,imS
0.7256040309640883,0.5073825510843797,0.48,0.5,0.5356543622289051,0.6557046934937217,0.5987919380718232,imS
0.7728754376649324,0.515977352302715,0.48,0.5,0.5335056619243213,0.6041358861837102,0.5042491246701353,imS
0.7327600037942761,0.5086836370535047,0.48,0.5,0.5353290907366238,0.6478981776789715,0.5844799924114477,imS
0.6443903426178398,0.4926164259305163,0.48,0.5,0.539345893517371,0.744301444416902,0.7612193147643205,imS
0.6451420411638438,0.4927530983934261,0.48,0.5,0.5393117254016435,0.7434814096394432,0.7597159176723125,imS
0.7939529923098425,0.519809634965426,0.48,0.5,0.5325475912586436,0.5811421902074445,0.4620940153803149,imS
0.7931590761233956,0.5196652865678901,0.48,0.5,0.5325836783580274,0.5820082805926593,0.4636818477532087,imS
0.7604202246205054,0.5137127681128192,0.48,0.5,0.5340718079717952,0.6177233913230851,0.5291595507589892,imS
0.705757222141743,0.5037740403894078,0.48,0.5,0.536556489902648,0.6773557576635532,0.6384855557165141,imS
0.7283780336394067,0.5397294790104775,1.0,0.5,0.4343248571027352,0.5475676302473806,0.14243352932916076,omL
0.6671513740762884,0.49,1.0,0.5,0.5686054963051536,0.5564243129618559,0.33139450369484647,omL
0.6605225065143517,0.49,1.0,0.5,0.5420900260574067,0.5597387467428242,0.35790997394259333,omL
0.6681634649633218,0.5389807897799308,1.0,0.5,0.6379615795598614,0.5763269299266436,0.19673070073356425,omL
0.6669356732149233,0.5316140392895399,1.0,0.5,0.6232280785790798,0.5738713464298466,0.22128653570153373,omL
0.6624256800732486,0.5045540804394918,1.0,0.5,0.5691081608789835,0.5648513601464973,0.31148639853502746,omL
0.6648211113791785,0.4871073331724929,1.0,0.5,0.5380715554483286,0.5628926668275072,0.3542146663449857,omL
0.6993020725236831,0.4664187564857901,1.0,0.5,0.5242791709905268,0.5835812435142098,0.31283751297158024,omL
0.6625143522483536,0.5050861134901217,1.0,0.5,0.5701722269802433,0.5650287044967073,0.30971295503292795,omL
0.675312998878126,0.49,1.0,0.5,0.6012519955125037,0.5523435005609371,0.2987480044874963,omL
0.662404503102718,0.49,1.0,0.5,0.5496180124108718,0.558797748448641,0.35038198758912814,omL
0.6645349405856255,0.5172096435137528,1.0,0.5,0.5944192870275055,0.5690698811712509,0.26930118828749094,omL
0.687040967836564,0.509666158426592,1.0,0.5,0.49820941334349206,0.5550834603933521,0.27396055688366006,omL
0.6775252684310628,0.49,1.0,0.5,0.6101010737242509,0.5512373657844687,0.2898989262757491,omL
0.667770604116092,0.49,1.0,0.5,0.5710824164643677,0.5561146979419541,0.32891758353563233,omL
0.6667467330115049,0.5304803980690292,1.0,0.5,0.6209607961380584,0.5734934660230098,0.22506533976990264,omL
0.6681248287870059,0.5387489727220348,1.0,0.5,0.6374979454440697,0.5762496575740116,0.19750342425988396,omL
0.6892469204646126,0.4724518477212325,1.0,0.5,0.528301231814155,0.5775481522787675,0.32490369544246495,omL
0.6713153586771855,0.49,1.0,0.5,0.5852614347087419,0.5543423206614073,0.31473856529125815,omL
0.6646010284610583,0.48723938292336505,1.0,0.5,0.5381595886155768,0.5627606170766349,0.3544787658467301,omL
0.6792594524062749,0.4784443285562351,1.0,0.5,0.53229621903749,0.571555671443765,0.3368886571124701,omL
0.6946892690177553,0.46918643858934683,1.0,0.5,0.5261242923928979,0.5808135614106531,0.31837287717869367,omL
0.6744784920314367,0.49,1.0,0.5,0.5979139681257467,0.5527607539842817,0.3020860318742533,omL
0.6792009827686304,0.49,1.0,0.5,0.6168039310745213,0.5503995086156849,0.2831960689254788,omL
